event_id,user_id,event_type,timestamp,page_views,session_duration,purchase_amount
EVT_000192,5438,purchase,2024-12-25 11:28:41,6,354,137.66
EVT_000193,6676,click,2024-12-02 10:28:15,6,1026,0
EVT_000194,7410,purchase,2024-12-31 02:01:23,9,1315,219.21
EVT_000195,2993,add_to_cart,2024-08-12 00:00:00,7,2147,0
EVT_000196,3465,click,2024-08-16 00:00:00,18,307,0
EVT_000197,12,add_to_cart,2024-03-30 00:00:00,9,1517,0
EVT_000198,7886,view,2024-12-25 12:24:25,16,2909,0
EVT_000199,1902,view,2024-05-03 00:00:00,1,3012,0
EVT_000200,7391,add_to_cart,2024-03-29 00:00:00,17,399,0
EVT_000201,8445,purchase,2024-05-07 00:00:00,13,1872,42.93
EVT_000202,7139,purchase,2024-08-06 00:00:00,8,311,126.11
EVT_000203,9684,add_to_cart,2024-11-29 15:31:52,4,2825,0
EVT_000204,2376,purchase,2024-11-29 07:36:43,3,2686,73.62
EVT_000205,7893,click,2024-12-31 23:25:25,17,1216,0
EVT_000206,834,purchase,2024-09-05 00:00:00,17,1487,94.08
EVT_000207,4739,add_to_cart,2024-12-31 23:28:56,10,2721,0
EVT_000208,2756,view,2024-11-25 00:00:00,12,877,0
EVT_000209,2575,add_to_cart,2024-12-25 15:15:47,17,1358,0
EVT_000210,4804,click,2024-08-09 00:00:00,11,2749,0
EVT_000211,8989,click,2024-12-25 22:10:04,3,557,0
EVT_000212,2958,purchase,2024-12-25 22:21:22,7,404,112.14
EVT_000213,3765,view,2024-12-31 20:30:10,1,636,0
EVT_000214,780,view,2024-12-31 00:54:44,10,550,0
EVT_000215,2603,purchase,2024-06-12 00:00:00,2,2992,460.42
EVT_000216,6651,add_to_cart,2024-07-23 00:00:00,5,339,0
EVT_000217,2707,add_to_cart,2024-07-21 00:00:00,11,1380,0
EVT_000218,8213,add_to_cart,2024-12-25 08:41:26,9,3064,0
EVT_000219,9485,purchase,2024-12-06 00:00:00,16,1934,186.15
EVT_000220,1732,view,2024-11-29 15:45:06,12,434,0
EVT_000221,7056,purchase,2024-11-29 21:09:47,6,2734,116.71
EVT_000222,372,add_to_cart,2024-11-29 08:23:00,10,2851,0
EVT_000223,6858,add_to_cart,2024-12-31 12:58:31,6,1722,0
EVT_000224,9303,view,2024-05-27 00:00:00,2,2275,0
EVT_000225,7005,purchase,2024-11-29 06:09:04,12,562,262.91
EVT_000226,2101,add_to_cart,2024-12-31 21:51:22,8,1613,0
EVT_000227,3756,view,2024-05-22 00:00:00,15,1561,0
EVT_000228,291,purchase,2024-12-31 06:49:01,11,294,165.14
EVT_000229,4887,click,2024-11-29 11:32:09,14,1359,0
EVT_000230,8408,view,2024-12-02 12:39:37,17,600,0
EVT_000231,6565,click,2024-07-13 00:00:00,13,2731,0
EVT_000232,9540,view,2024-01-17 00:00:00,12,3477,0
EVT_000233,2550,add_to_cart,2024-12-02 20:30:53,9,3340,0
EVT_000234,4775,add_to_cart,2024-12-02 20:52:49,11,2685,0
EVT_000235,9508,purchase,2024-11-24 00:00:00,11,2330,316.32
EVT_000236,33,view,2024-01-22 00:00:00,18,3354,0
EVT_000237,764,view,2024-11-07 00:00:00,20,1682,0
EVT_000238,3036,view,2024-12-31 17:55:18,16,1657,0
EVT_000239,8360,purchase,2024-12-25 07:37:00,13,2178,148.16
EVT_000240,7606,add_to_cart,2024-11-06 00:00:00,3,1627,0
EVT_000241,8702,purchase,2024-06-02 00:00:00,17,509,305.25
EVT_000242,6785,add_to_cart,2024-12-02 20:54:11,18,2749,0
EVT_000243,5052,click,2024-11-29 03:03:29,14,2250,0
EVT_000244,9722,add_to_cart,2024-11-02 00:00:00,15,908,0
EVT_000245,7379,view,2024-11-29 05:49:07,13,3401,0
EVT_000246,7715,purchase,2024-06-05 00:00:00,6,1983,213.31
EVT_000247,197,add_to_cart,2024-12-25 21:53:44,5,78,0
EVT_000248,7384,add_to_cart,2024-09-16 00:00:00,12,1972,0
EVT_000249,346,purchase,2024-12-25 06:51:46,18,2851,186.85
EVT_000250,9486,view,2024-12-02 10:41:14,10,2416,0
EVT_000251,8107,view,2024-11-20 00:00:00,11,2963,0
EVT_000252,1213,purchase,2024-12-25 12:33:46,7,895,110.64
EVT_000253,397,view,2024-04-10 00:00:00,16,3598,0
EVT_000254,8497,add_to_cart,2024-08-05 00:00:00,7,1183,0
EVT_000255,6263,click,2024-02-05 00:00:00,9,2977,0
EVT_000256,5491,view,2024-11-29 01:56:45,5,3390,0
EVT_000257,9320,add_to_cart,2024-12-25 11:06:02,17,2818,0
EVT_000258,5766,purchase,2024-12-31 01:39:46,12,2560,49.4
EVT_000259,474,add_to_cart,2024-07-01 00:00:00,12,2440,0
EVT_000260,3829,view,2024-11-03 00:00:00,15,884,0
EVT_000261,7298,purchase,2024-02-20 00:00:00,3,2869,390.0
EVT_000262,6815,add_to_cart,2024-12-31 10:23:29,2,415,0
EVT_000263,2107,purchase,2024-01-18 00:00:00,3,2462,333.88
EVT_000264,5216,click,2024-12-31 07:16:42,5,382,0
EVT_000265,1729,add_to_cart,2024-12-31 05:29:23,9,3232,0
EVT_000266,4733,click,2024-03-06 00:00:00,11,647,0
EVT_000267,5113,click,2024-12-25 00:43:20,13,2905,0
EVT_000268,3963,purchase,2024-07-09 00:00:00,9,128,376.14
EVT_000269,6007,view,2024-12-02 20:03:26,5,679,0
EVT_000270,3779,purchase,2024-03-01 00:00:00,19,159,25.12
EVT_000271,8735,click,2024-12-25 04:58:02,11,779,0
EVT_000272,735,view,2024-12-25 23:39:18,13,2057,0
EVT_000273,935,click,2024-12-31 22:45:38,12,3486,0
EVT_000274,6865,click,2024-12-02 03:45:56,6,3092,0
EVT_000275,9496,add_to_cart,2024-12-31 11:01:30,4,1956,0
EVT_000276,8131,purchase,2024-12-25 09:47:48,6,1433,130.66
EVT_000277,598,purchase,2024-12-02 02:58:10,2,1325,206.03
EVT_000278,2862,add_to_cart,2024-12-25 10:49:45,11,2914,0
EVT_000279,4948,add_to_cart,2024-08-07 00:00:00,13,946,0
EVT_000280,2568,purchase,2024-12-31 02:43:32,20,3081,410.02
EVT_000281,2669,purchase,2024-08-24 00:00:00,16,2450,37.56
EVT_000282,1372,purchase,2024-12-25 12:42:47,18,2722,310.76
EVT_000283,3834,add_to_cart,2024-12-31 16:32:46,15,3521,0
EVT_000284,1101,click,2024-04-30 00:00:00,3,308,0
EVT_000285,8186,view,2024-09-09 00:00:00,18,1914,0
EVT_000286,6875,purchase,2024-12-25 03:15:29,17,2734,455.59
EVT_000287,4422,purchase,2024-12-25 08:58:48,19,1824,365.43
EVT_000288,4005,add_to_cart,2024-11-29 13:13:23,11,2783,0
EVT_000289,9054,click,2024-12-31 02:19:31,8,2454,0
EVT_000290,6571,view,2024-08-03 00:00:00,12,113,0
EVT_000291,6481,purchase,2024-10-17 00:00:00,14,31,2.82
EVT_000292,1163,purchase,2024-06-08 00:00:00,2,543,127.63
EVT_000293,3848,click,2024-12-25 19:31:01,13,316,0
EVT_000294,9699,view,2024-12-25 22:53:42,9,3575,0
EVT_000295,1426,view,2024-05-08 00:00:00,4,1237,0
EVT_000296,3609,purchase,2024-08-18 00:00:00,2,3473,258.81
EVT_000297,2683,purchase,2024-11-29 08:05:39,12,1972,71.53
EVT_000298,6083,view,2024-12-25 22:30:21,4,2164,0
EVT_000299,5853,add_to_cart,2024-11-29 18:03:36,18,2902,0
EVT_000300,90,purchase,2024-04-08 00:00:00,11,2071,60.6
EVT_000301,7218,view,2024-12-31 18:00:20,15,2874,0
EVT_000302,487,purchase,2024-12-31 20:55:02,6,3596,122.78
EVT_000303,7184,add_to_cart,2024-08-31 00:00:00,6,1170,0
EVT_000304,8872,click,2024-12-02 06:07:45,17,235,0
EVT_000305,2948,view,2024-12-02 04:34:11,18,349,0
EVT_000306,6088,purchase,2024-12-25 08:27:51,11,3090,162.99
EVT_000307,6009,purchase,2024-09-11 00:00:00,19,1396,468.78
EVT_000308,1773,view,2024-12-31 20:41:18,2,2870,0
EVT_000309,3183,click,2024-07-23 00:00:00,11,3027,0
EVT_000310,4559,add_to_cart,2024-12-31 14:39:06,20,2846,0
EVT_000311,437,purchase,2024-12-25 11:00:34,8,2881,279.0
EVT_000312,6610,add_to_cart,2024-11-29 09:10:15,3,3575,0
EVT_000313,2082,add_to_cart,2024-02-26 00:00:00,1,164,0
EVT_000314,165,add_to_cart,2024-12-02 12:36:05,1,765,0
EVT_000315,2972,add_to_cart,2024-10-01 00:00:00,17,518,0
EVT_000316,5028,click,2024-12-25 23:02:48,18,2273,0
EVT_000317,7183,purchase,2024-12-02 11:08:00,18,1377,312.42
EVT_000318,137,add_to_cart,2024-12-02 17:45:16,17,1148,0
EVT_000319,7106,view,2024-11-15 00:00:00,12,391,0
EVT_000320,2803,purchase,2024-12-02 20:49:32,2,2858,364.29
EVT_000321,7399,add_to_cart,2024-07-04 00:00:00,5,1371,0
EVT_000322,6872,add_to_cart,2024-11-29 11:44:24,12,1918,0
EVT_000323,1451,click,2024-12-25 03:53:49,15,2738,0
EVT_000324,3276,click,2024-11-29 12:45:57,6,80,0
EVT_000325,6047,add_to_cart,2024-02-16 00:00:00,14,2859,0
EVT_000326,783,view,2024-12-31 16:51:27,5,3072,0
EVT_000327,8584,add_to_cart,2024-05-23 00:00:00,16,2284,0
EVT_000328,6736,purchase,2024-12-25 22:13:22,17,3050,106.2
EVT_000329,7185,purchase,2024-12-25 19:02:09,11,2091,108.76
EVT_000330,2390,purchase,2024-05-09 00:00:00,11,559,290.99
EVT_000331,6445,view,2024-01-26 00:00:00,7,3053,0
EVT_000332,965,add_to_cart,2024-12-25 15:54:07,19,3332,0
EVT_000333,8759,click,2024-12-31 07:35:56,14,1200,0
EVT_000334,1844,view,2024-12-31 19:32:06,7,1293,0
EVT_000335,1227,add_to_cart,2024-12-31 14:14:42,8,2073,0
EVT_000336,6820,purchase,2024-07-24 00:00:00,18,2999,67.89
EVT_000337,5444,view,2024-11-29 00:37:07,19,2395,0
EVT_000338,7133,add_to_cart,2024-12-02 11:38:14,4,2328,0
EVT_000339,8685,add_to_cart,2024-12-31 11:56:07,6,1851,0
EVT_000340,6602,purchase,2024-12-02 12:51:07,2,794,272.61
EVT_000341,2361,click,2024-12-02 11:10:49,11,2305,0
EVT_000342,3491,view,2024-11-29 08:22:53,20,674,0
EVT_000343,5111,add_to_cart,2024-11-29 21:58:29,2,1983,0
EVT_000344,3834,click,2024-12-02 16:07:31,19,2893,0
EVT_000345,6516,add_to_cart,2024-10-21 00:00:00,11,2007,0
EVT_000346,3434,view,2024-12-31 11:25:01,1,3269,0
EVT_000347,4846,purchase,2024-08-12 00:00:00,14,2467,378.47
EVT_000348,5055,click,2024-11-05 00:00:00,11,576,0
EVT_000349,8334,add_to_cart,2024-12-31 03:24:42,4,3310,0
EVT_000350,1165,click,2024-12-02 03:04:09,20,1046,0
EVT_000351,5573,view,2024-12-02 12:24:36,6,2912,0
EVT_000352,6725,add_to_cart,2024-07-04 00:00:00,2,1192,0
EVT_000353,4141,click,2024-11-29 05:26:22,15,1350,0
EVT_000354,233,add_to_cart,2024-12-31 05:32:38,9,1713,0
EVT_000355,3432,view,2024-12-25 10:59:06,11,434,0
EVT_000356,3502,add_to_cart,2024-12-02 13:32:44,5,3266,0
EVT_000357,1672,click,2024-12-02 09:54:57,9,286,0
EVT_000358,2947,purchase,2024-12-25 03:20:17,13,2787,125.92
EVT_000359,7867,click,2024-12-02 17:01:16,6,1576,0
EVT_000360,9012,add_to_cart,2024-11-17 00:00:00,11,3236,0
EVT_000361,2981,click,2024-12-25 21:08:52,11,645,0
EVT_000362,9982,add_to_cart,2024-12-25 11:45:08,2,156,0
EVT_000363,488,click,2024-12-02 06:05:20,10,3573,0
EVT_000364,8824,click,2024-06-09 00:00:00,2,1281,0
EVT_000365,6122,add_to_cart,2024-10-24 00:00:00,18,2419,0
EVT_000366,1148,click,2024-12-25 16:19:11,1,533,0
EVT_000367,9232,view,2024-12-25 19:55:08,14,2553,0
EVT_000368,1338,add_to_cart,2024-11-29 15:35:47,3,1599,0
EVT_000369,471,view,2024-09-19 00:00:00,8,3145,0
EVT_000370,7072,purchase,2024-11-29 06:17:14,2,1305,20.27
EVT_000371,1124,add_to_cart,2024-12-25 13:20:09,20,2053,0
EVT_000372,6277,purchase,2024-12-31 02:41:01,15,2559,388.13
EVT_000373,9182,purchase,2024-04-16 00:00:00,10,1564,165.83
EVT_000374,2266,click,2024-12-02 04:14:48,16,966,0
EVT_000375,1257,click,2024-09-01 00:00:00,4,2401,0
EVT_000376,9110,click,2024-05-06 00:00:00,17,1746,0
EVT_000377,7641,view,2024-03-05 00:00:00,8,1359,0
EVT_000378,8130,click,2024-07-24 00:00:00,3,2983,0
EVT_000379,6680,purchase,2024-06-16 00:00:00,8,1141,64.79
EVT_000380,1356,view,2024-06-26 00:00:00,3,2195,0
EVT_000381,1516,add_to_cart,2024-12-02 05:58:07,1,1757,0
EVT_000382,294,purchase,2024-12-28 00:00:00,9,354,259.52
EVT_000383,5163,purchase,2024-12-31 01:45:25,15,2554,401.67
EVT_000384,778,view,2024-08-15 00:00:00,4,2084,0
EVT_000385,9343,click,2024-06-12 00:00:00,9,2121,0
EVT_000386,8350,add_to_cart,2024-12-02 19:28:38,10,2185,0
EVT_000387,5541,view,2024-12-02 09:37:20,3,3256,0
EVT_000388,9481,view,2024-12-25 01:34:23,6,1832,0
EVT_000389,1823,add_to_cart,2024-12-25 02:01:25,10,588,0
EVT_000390,6319,purchase,2024-09-02 00:00:00,3,2449,178.81
EVT_000391,4064,view,2024-04-29 00:00:00,9,288,0
EVT_000392,341,add_to_cart,2024-12-31 19:04:43,13,1820,0
EVT_000393,2622,purchase,2024-12-02 21:37:52,15,1054,290.69
EVT_000394,8390,click,2024-09-05 00:00:00,18,419,0
EVT_000395,8286,purchase,2024-12-31 00:36:16,19,2776,140.92
EVT_000396,7769,view,2024-03-16 00:00:00,9,1878,0
EVT_000397,9180,purchase,2024-01-25 00:00:00,19,3486,96.76
EVT_000398,149,click,2024-11-19 00:00:00,20,2819,0
EVT_000399,5052,purchase,2024-12-25 19:35:27,11,2995,405.24
EVT_000400,4928,add_to_cart,2024-08-08 00:00:00,3,998,0
EVT_000401,2103,purchase,2024-12-02 10:42:15,12,2407,141.4
EVT_000402,1160,purchase,2024-11-17 00:00:00,2,2183,407.47
EVT_000403,8010,click,2024-06-02 00:00:00,12,3078,0
EVT_000404,1299,click,2024-12-17 00:00:00,16,534,0
EVT_000405,784,purchase,2024-04-14 00:00:00,19,3157,274.95
EVT_000406,5255,view,2024-12-31 14:39:29,2,1290,0
EVT_000407,1446,click,2024-03-28 00:00:00,5,903,0
EVT_000408,2056,view,2024-12-29 00:00:00,16,1807,0
